관측소명:대한해협
위도:34.919
경도:129.12125
관측시간	표층유속(cm/s)	표층유향(16points)	표층유향(deg)	수온(℃)	유의파고(MOSE.HF)(m)	유의파주기(MOSE.HF)(sec)	최대파고(MOSE.HF)(m)	최대파주기(MOSE.HF)(sec)	파향(16points)	파향(deg)	풍속(m/s)	풍향(16points)	풍향(deg)	기온(℃)	기압(hPa)	
2024/07/09 04:00:00	75.6	동북동	72	20.47	1.29	5.3	2.03	5.5	남남서	196.00	8.0	남서	227	21.7	1004.5	
2024/07/09 04:30:00	77.0	동북동	76	20.17	1.27	5.1	2.53	4.5	남남서	194.00	8.7	남서	232	21.4	1004.6	
2024/07/09 05:00:00	67.2	동	79	19.97	1.18	5.3	1.88	5.5	남남서	195.00	9.3	남서	228	21.7	1005.1	
2024/07/09 05:30:00	64.6	동북동	76	20.06	1.31	5.6	2.14	5.0	남	189.00	9.2	남서	222	21.9	1005.1	
2024/07/09 06:00:00	47.7	동북동	74	20.00	1.25	5.3	1.95	5.0	남남서	211.00	7.7	남서	215	21.9	1005.8	
2024/07/09 06:30:00	40.7	동북동	75	19.90	1.27	5.6	2.08	5.0	남남서	209.00	7.4	남서	217	22.0	1006.2	
2024/07/09 07:00:00	39.5	동북동	72	19.70	1.19	5.3	2.17	5.5	남남서	207.00	7.5	남서	214	22.2	1006.5	
2024/07/09 07:30:00	33.7	동북동	74	19.78	1.25	5.7	2.17	6.0	남남서	212.00	6.2	남남서	201	21.9	1006.7	
2024/07/09 08:00:00	27.5	동북동	64	19.73	1.23	5.6	2.01	6.0	남남서	208.00	7.4	남남서	204	21.8	1006.8	
2024/07/09 08:30:00	26.4	동북동	57	19.64	1.13	5.3	2.07	6.0	남남서	199.00	8.1	남남서	210	21.9	1007.1	
2024/07/09 09:00:00	27.9	북동	36	19.69	1.20	5.7	1.83	5.5	남남서	207.00	6.0	남서	223	21.4	1007.4	
2024/07/09 09:30:00	31.7	북동	46	19.93	1.24	6.0	2.14	6.5	남남서	209.00	5.3	남서	218	21.2	1007.6	
2024/07/09 10:00:00	36.8	동북동	64	19.91	1.10	5.3	1.83	5.0	남남서	205.00	5.9	남서	221	21.5	1007.7	
2024/07/09 10:30:00	47.8	북동	54	20.06	1.18	5.7	1.81	6.0	남남서	195.00	6.0	남남서	212	21.5	1007.8	
2024/07/09 11:00:00	48.2	북동	45	20.23	1.19	5.5	2.14	6.0	남남서	201.00	6.3	남남서	213	21.6	1008.2	
2024/07/09 11:30:00	49.8	북동	47	20.37	1.24	5.8	2.05	6.0	남남서	202.00	6.1	남서	216	21.6	1008.1	
2024/07/09 12:00:00	56.5	북동	47	20.43	1.12	5.4	1.73	5.5	남	187.00	5.9	남서	215	21.5	1008.2	
2024/07/09 12:30:00	60.8	북동	34	20.72	1.10	5.8	2.22	6.5	남	184.00	6.8	남남서	206	21.7	1008.0	
2024/07/09 13:00:00	66.5	북동	40	20.63	1.14	5.5	1.76	4.5	남남서	206.00	7.6	남남서	201	21.7	1007.9	
2024/07/09 13:30:00	74.3	북동	34	20.38	1.07	5.5	2.00	5.0	남남서	202.00	8.3	남남서	197	21.6	1007.9	
2024/07/09 14:00:00	85.8	북북동	29	20.67	1.01	5.5	1.47	6.0	남남서	196.00	6.7	남남서	204	21.4	1008.2	
2024/07/09 14:30:00	76.9	북북동	22	20.95	1.08	5.6	1.72	5.5	남	188.00	5.3	남남서	207	21.6	1008.3	
2024/07/09 15:00:00	72.0	북북동	26	20.89	1.02	5.5	1.86	6.0	남남서	201.00	5.4	남서	214	22.1	1008.3	
2024/07/09 15:30:00	77.2	북북동	23	21.08	0.97	5.7	1.68	6.5	남남서	198.00	5.5	남남서	199	22.5	1008.2	
2024/07/09 16:00:00	75.0	북북동	28	21.41	0.97	6.0	1.51	5.5	남남서	206.00	3.9	남남서	193	22.8	1008.3	
2024/07/09 16:30:00	54.4	북북동	24	21.54	0.94	6.0	1.49	5.5	남남서	207.00	3.1	남남서	194	23.0	1008.5	
2024/07/09 17:00:00	66.7	북동	37	22.21	0.97	6.1	1.62	5.0	남남서	212.00	6.1	남남서	195	23.2	1008.3	
2024/07/09 17:30:00	47.3	북북동	25	22.03	0.92	5.9	1.53	5.0	남남서	193.00	5.9	남남서	199	23.2	1008.2	
2024/07/09 18:00:00	43.7	북동	39	22.27	0.85	6.1	1.43	5.5	남남서	198.00	5.7	남남서	196	23.2	1008.2	
2024/07/09 18:30:00	44.7	북북동	25	22.43	0.81	5.9	1.32	6.0	남남서	207.00	5.8	남	191	23.2	1008.3	
2024/07/09 19:00:00	33.2	북북동	30	22.55	0.83	6.3	1.20	6.0	남남서	198.00	3.2	남	187	23.2	1008.3	
2024/07/09 19:30:00	29.9	북동	35	22.62	0.76	5.8	1.20	6.0	남남서	211.00	2.5	남	174	23.3	1008.1	
2024/07/09 20:00:00	31.3	북동	43	22.73	0.76	6.1	1.23	6.5	남남서	213.00	2.8	남	189	23.5	1008.2	
2024/07/09 20:30:00	21.9	북동	53	22.75	0.71	6.1	1.22	6.5	남남서	213.00	3.4	남	190	23.6	1008.1	
2024/07/09 21:00:00	32.7	동북동	76	22.66	0.66	6.0	1.26	6.0	남남서	211.00	4.8	남	190	23.8	1008.1	
2024/07/09 21:30:00	39.4	동북동	72	22.69	0.74	5.6	1.15	6.0	남남서	213.00	5.0	남남서	192	23.7	1008.1	
2024/07/09 22:00:00	42.9	동	82	22.51	0.74	5.7	1.35	5.5	남남서	201.00	6.3	남	185	23.9	1007.7	
2024/07/09 22:30:00	47.3	동	80	22.40	0.77	5.5	1.25	6.5	남남서	197.00	7.1	남	183	23.9	1007.5	
2024/07/09 23:00:00	61.3	동북동	78	22.13	0.81	5.3	1.16	6.5	남남서	208.00	7.0	남	182	23.8	1007.3	
2024/07/09 23:30:00	67.2	동북동	76	21.83	0.81	5.0	1.42	5.0	남남서	204.00	6.0	남남서	192	23.7	1007.6	
2024/07/10 00:00:00	78.4	동북동	73	21.66	0.85	5.4	1.49	5.0	남서	215.00	5.6	남남서	193	23.5	1007.5	
2024/07/10 00:30:00	79.5	동북동	76	21.61	0.74	5.3	1.10	5.0	남서	218.00	5.4	남	190	23.3	1007.2	
2024/07/10 01:00:00	92.5	동북동	76	21.82	0.77	5.3	1.18	6.0	남남서	200.00	6.8	남	188	23.5	1006.9	
2024/07/10 01:30:00	92.7	동북동	73	21.93	0.85	5.3	1.79	5.5	남남서	207.00	7.7	남	181	23.8	1006.4	
2024/07/10 02:00:00	85.2	동북동	68	22.06	0.84	5.0	1.32	4.0	남남서	205.00	7.7	남	178	23.8	1006.0	
2024/07/10 02:30:00	94.7	동북동	72	22.05	0.85	4.7	1.27	4.5	남남서	212.00	7.3	남	180	23.6	1005.5	
2024/07/10 03:00:00	92.1	동북동	74	22.01	0.96	4.6	1.56	4.5	남남서	200.00	7.9	남	185	23.8	1005.4	
2024/07/10 03:30:00	95.3	동북동	75	21.67	1.02	4.6	1.74	4.0	남남서	203.00	9.0	남	178	24.0	1004.7	
2024/07/10 04:00:00	84.7	동북동	71	21.25	1.02	4.4	1.59	5.0	남	188.00	9.5	남	180	23.9	1004.0	
2024/07/10 04:30:00	75.7	동북동	67	20.87	1.14	4.4	1.85	4.0	남	190.00	11.0	남	179	24.0	1003.3	
2024/07/10 05:00:00	67.0	동북동	67	20.60	1.19	4.6	1.87	3.5	남남서	203.00	10.7	남	182	23.7	1002.9	
2024/07/10 05:30:00	61.9	동북동	64	20.50	1.34	4.6	1.76	5.0	남	177.00	10.8	남	185	23.8	1002.4	
2024/07/10 06:00:00	58.0	동북동	60	20.28	1.46	4.7	2.32	4.5	남	180.00	11.0	남	191	23.8	1002.2	
2024/07/10 06:30:00	56.7	동북동	62	20.26	1.67	4.8	2.66	5.0	남	183.00	10.7	남남서	195	23.6	1002.3	
2024/07/10 07:00:00	57.1	북동	50	20.23	1.69	5.0	2.66	5.5	남남서	193.00	10.9	남남서	196	23.4	1002.1	
2024/07/10 07:30:00	59.1	북동	52	20.18	1.93	5.2	2.86	6.0	남남서	199.00	12.5	남남서	192	23.1	1001.5	
2024/07/10 08:00:00	61.5	북동	48	20.44	1.85	5.1	2.75	6.5	남남서	197.00	12.6	남남서	195	23.3	1001.6	
2024/07/10 08:30:00	77.5	북동	41	20.75	2.03	5.6	3.32	5.5	남남서	212.00	12.9	남남서	197	23.3	1001.5	
2024/07/10 09:00:00	75.6	북동	55	20.93	2.12	5.4	3.23	5.0	남남서	204.00	12.7	남남서	200	23.3	1001.7	
2024/07/10 09:30:00	82.9	북동	53	21.16	2.09	5.5	4.01	5.5	남남서	213.00	12.9	남남서	203	23.3	1001.8	
2024/07/10 10:00:00	92.3	북동	53	21.16	2.01	5.5	3.06	5.0	남남서	203.00	12.2	남남서	204	23.2	1001.8	
2024/07/10 10:30:00	87.6	북동	55	21.08	1.95	5.5	2.62	5.5	남남서	209.00	12.8	남남서	202	22.8	1001.9	
2024/07/10 11:00:00	99.1	북동	54	20.95	2.10	5.5	3.41	5.0	남남서	209.00	13.6	남남서	205	22.6	1001.5	
2024/07/10 11:30:00	108.5	동북동	57	20.84	2.16	5.8	4.06	5.0	남남서	203.00	12.3	남남서	205	22.4	1001.4	
2024/07/10 12:00:00	109.9	동북동	60	20.69	2.15	5.7	3.25	5.5	남남서	202.00	12.0	남남서	206	22.4	1001.3	
2024/07/10 12:30:00	103.7	동북동	57	20.57	2.10	5.9	3.42	6.0	남남서	202.00	11.1	남남서	206	22.0	1001.4	
2024/07/10 13:00:00	107.8	동북동	61	20.46	1.90	5.7	2.88	5.0	남남서	203.00	10.5	남남서	205	21.8	1001.0	
2024/07/10 13:30:00	92.6	동북동	60	20.29	1.92	6.1	3.42	6.0	남남서	203.00	9.1	남남서	210	21.7	1001.3	
2024/07/10 14:00:00	96.6	동북동	57	20.09	1.73	5.9	2.66	5.5	남남서	194.00	9.5	남남서	210	21.5	1001.5	
2024/07/10 14:30:00	90.9	동북동	62	19.73	1.65	5.9	2.55	6.0	남남서	194.00	8.9	남남서	209	21.2	1001.8	
2024/07/10 15:00:00	86.2	동북동	66	19.41	1.53	5.8	2.33	5.5	남남서	202.00	9.4	남서	216	21.0	1001.7	
2024/07/10 15:30:00	80.5	동북동	67	19.24	1.62	6.2	2.80	5.5	남남서	201.00	9.9	남서	216	20.9	1001.7	
2024/07/10 16:00:00	69.7	동북동	73	19.00	1.71	6.5	2.51	6.5	남남서	201.00	9.7	남서	215	20.9	1002.1	
2024/07/10 16:30:00	60.8	동북동	73	18.89	1.77	6.4	2.58	7.0	남남서	209.00	9.5	남서	218	20.8	1001.8	
2024/07/10 17:00:00	50.0	동북동	74	18.74	1.54	6.2	2.54	6.5	남남서	197.00	8.9	남서	223	20.9	1001.5	
2024/07/10 17:30:00	37.2	동북동	74	18.55	1.58	6.5	2.42	6.5	남남서	210.00	8.1	남서	228	20.8	1001.9	
2024/07/10 18:00:00	33.2	동	79	18.43	1.61	6.5	2.46	7.0	남남서	197.00	8.4	남서	224	20.6	1002.3	
2024/07/10 18:30:00	18.2	동북동	75	18.35	1.68	6.7	2.48	7.0	남남서	202.00	7.6	서남서	248	20.3	1002.4	
2024/07/10 19:00:00	12.9	동북동	61	18.26	1.60	6.2	2.20	6.5	남남서	200.00	7.2	서남서	240	20.2	1002.2	
2024/07/10 19:30:00	4.8	남남동	149	18.24	1.56	6.5	2.54	6.5	남남서	199.00	4.9	서남서	244	20.4	1002.7	
2024/07/10 20:00:00	1.8	동북동	58	18.20	1.63	7.2	3.03	7.0	남남서	205.00	2.4	서	267	20.8	1003.3	
2024/07/10 20:30:00	7.1	서	270	18.27	1.61	6.9	2.62	6.5	남남서	200.00	1.6	북동	51	20.1	1002.5	
2024/07/10 21:00:00	8.3	서	264	18.32	1.48	7.1	2.67	6.5	남남서	207.00	3.6	동북동	69	19.6	1002.6	
2024/07/10 21:30:00	14.0	서북서	301	18.41	1.40	6.7	2.20	7.5	남남서	202.00	3.9	동북동	78	19.6	1002.5	
2024/07/10 22:00:00	13.2	서북서	302	18.46	1.47	7.0	2.39	8.0	남남서	209.00	2.5	동남동	117	19.7	1003.3	
2024/07/10 22:30:00	8.9	북	8	18.48	1.39	6.9	2.14	7.5	남남서	209.00	0.8	동남동	118	19.9	1004.0	
2024/07/10 23:00:00	12.2	북북동	28	18.52	1.26	6.5	1.92	6.5	남남서	202.00	1.0	북북동	25	19.5	1003.9	
2024/07/10 23:30:00	26.5	북동	36	18.54	1.26	6.8	1.90	6.5	남남서	208.00	1.4	동북동	76	20.0	1003.7	
2024/07/11 00:00:00	31.8	동북동	61	18.47	1.29	6.9	1.90	6.5	남남서	209.00	1.3	동	88	19.8	1003.3	
2024/07/11 00:30:00	43.4	북동	46	18.40	1.25	6.8	2.13	7.5	남남서	202.00	1.7	북동	36	19.4	1003.3	
2024/07/11 01:00:00	56.6	북동	48	18.34	1.28	7.1	1.95	7.0	남남서	208.00	1.8	북북동	29	19.3	1003.2	
2024/07/11 01:30:00	88.2	북동	48	20.00	1.32	6.8	1.95	5.0	남남서	211.00	2.4	북동	41	19.2	1002.9	
2024/07/11 02:00:00	98.6	북동	39	20.10	1.37	6.8	2.04	6.5	남남서	208.00	1.9	북동	41	19.6	1002.7	
2024/07/11 02:30:00	96.2	북동	40	20.15	1.19	6.5	2.23	6.0	남남서	207.00	2.3	북동	51	19.9	1002.6	
2024/07/11 03:00:00	92.4	북동	43	19.86	1.19	6.4	1.58	6.5	남남서	208.00	2.2	동북동	78	20.2	1002.8	
2024/07/11 03:30:00	94.8	북북동	33	20.60	1.12	6.6	1.77	6.0	남남서	208.00	1.6	동북동	62	20.4	1003.1	
2024/07/11 04:00:00	90.9	북동	40	20.75	1.17	6.6	1.91	7.0	남서	223.00	1.3	북동	49	20.5	1002.9	
2024/07/11 04:30:00	92.7	북동	37	20.78	1.12	6.6	2.05	6.5	남서	219.00	1.9	북북동	22	20.5	1003.0	
2024/07/11 05:00:00	86.7	북동	46	20.74	1.03	6.3	1.47	6.5	남서	216.00	3.0	북동	36	20.6	1003.0	
2024/07/11 05:30:00	68.8	북동	47	20.68	1.05	6.4	1.59	5.5	남남서	211.00	2.5	북동	51	20.8	1003.1	
2024/07/11 06:00:00	72.5	북동	49	20.57	1.15	6.6	1.72	6.5	남남서	205.00	2.7	북동	43	20.8	1003.1	
2024/07/11 06:30:00	67.4	북동	50	20.50	1.06	6.4	1.76	6.0	남서	221.00	2.6	북북동	24	20.7	1003.4	
2024/07/11 07:00:00	56.6	동북동	59	20.46	1.10	6.5	1.83	6.0	남남서	202.00	1.6	북북동	14	20.5	1003.8	
2024/07/11 07:30:00	48.8	동북동	58	20.52	1.03	6.5	1.65	6.5	남남서	211.00	2.9	북동	42	20.6	1004.0	
2024/07/11 08:00:00	56.2	북동	45	20.70	0.88	6.6	1.26	7.5	남남서	205.00	2.3	동북동	74	20.8	1004.3	
2024/07/11 08:30:00	57.2	북동	39	20.74	0.94	6.3	1.53	7.0	남남서	197.00	1.2	동	95	21.0	1004.7	
2024/07/11 09:00:00	52.7	북동	43	20.70	0.89	6.6	1.51	6.5	남남서	202.00	2.1	남동	146	21.1	1004.9	
2024/07/11 09:30:00	47.7	북동	41	20.80	1.01	6.7	1.38	7.5	남남서	212.00	1.3	동남동	122	21.3	1004.7	
2024/07/11 10:00:00	55.9	북동	41	20.98	1.00	7.0	1.59	6.5	남서	220.00	0.2	서	260	21.8	1004.6	
2024/07/11 10:30:00	42.6	북동	51	20.93	1.08	7.0	1.87	7.5	남남서	212.00	1.2	북북동	31	21.7	1004.5	
2024/07/11 11:00:00	48.7	북동	52	21.01	1.00	6.8	1.49	7.0	남서	215.00	1.6	북동	39	21.5	1004.1	
2024/07/11 11:30:00	49.4	동북동	60	21.08	1.09	7.0	1.59	7.5	남남서	207.00	1.7	북	9	22.2	1004.0	
2024/07/11 12:00:00	55.9	동북동	70	21.06	1.02	7.0	1.50	8.0	남남서	211.00	1.8	북	7	23.2	1004.0	
2024/07/11 12:30:00	65.4	동북동	63	21.18	1.14	7.1	2.16	7.0	남남서	208.00	1.4	북동	38	22.1	1004.0	
2024/07/11 13:00:00	71.4	동북동	73	21.27	0.99	6.7	1.39	6.0	남남서	209.00	0.8	동남동	102	22.6	1004.0	
2024/07/11 13:30:00	73.1	동북동	70	21.20	1.03	6.6	1.85	5.5	남남서	206.00	0.7	동남동	113	23.1	1004.0	
2024/07/11 14:00:00	74.2	동북동	74	21.23	1.06	6.8	1.75	6.0	남남서	203.00	0.5	동남동	110	23.1	1003.9	
2024/07/11 14:30:00	70.2	동북동	61	21.14	1.00	6.2	1.48	6.0	남남서	202.00	0.2	남남동	147	22.9	1003.6	
2024/07/11 15:00:00	70.7	동북동	70	21.46	1.03	6.8	1.71	6.5	남남서	201.00	1.0	북서	319	22.7	1003.6	
2024/07/11 15:30:00	68.3	북동	56	21.60	0.99	6.8	1.73	6.5	남남서	195.00	1.1	북북서	334	22.9	1003.5	
2024/07/11 16:00:00	59.3	동북동	59	21.60	1.03	6.9	1.49	6.5	남남서	203.00	0.2	동남동	103	23.1	1003.6	
2024/07/11 16:30:00	53.8	동북동	66	21.58	1.07	7.5	1.45	7.0	남남서	208.00	0.3	북서	312	23.2	1003.7	
2024/07/11 17:00:00	54.4	북동	54	21.53	0.92	7.1	1.38	8.5	남남서	209.00	0.5	남서	216	22.8	1003.4	
2024/07/11 17:30:00	42.9	동북동	61	21.47	0.97	6.7	1.43	7.0	남남서	201.00	0.7	남	190	22.2	1002.9	
2024/07/11 18:00:00	41.9	북동	37	21.50	0.89	6.9	1.32	7.5	남남서	209.00	1.0	남남동	160	22.1	1002.6	
2024/07/11 18:30:00	28.7	북북동	33	21.17	0.82	6.8	1.38	7.5	남남서	203.00	1.2	남	179	21.9	1002.5	
2024/07/11 19:00:00	17.1	북북동	20	21.40	0.71	6.4	1.34	7.0	남	188.00	1.0	남남서	197	21.8	1002.8	
2024/07/11 19:30:00	15.3	북	11	21.55	0.76	7.0	1.24	5.5	남남서	212.00	1.3	남서	217	21.8	1003.2	
2024/07/11 20:00:00	10.3	북북동	30	21.54	0.78	7.0	1.25	7.5	남남서	205.00	0.9	서북서	285	21.7	1003.2	
2024/07/11 20:30:00	11.1	북	351	21.46	0.76	6.8	1.23	7.0	남남서	201.00	1.0	남서	219	21.6	1003.1	
2024/07/11 21:00:00	9.3	북북서	347	21.38	0.75	6.6	1.19	7.5	남남서	210.00	1.8	남남서	200	21.6	1003.1	
2024/07/11 21:30:00	8.1	북	349	21.34	0.57	6.0	0.89	6.0	남남서	201.00	1.9	남남서	197	21.7	1003.1	
2024/07/11 22:00:00	19.0	북북동	33	21.48	0.59	6.1	1.01	5.0	남남서	213.00	1.5	남서	221	21.7	1003.1	
2024/07/11 22:30:00	19.0	북동	37	21.43	0.63	6.9	0.94	5.5	남남서	212.00	2.6	서	260	21.5	1003.4	
2024/07/11 23:00:00	21.2	동북동	62	21.53	0.57	6.3	0.83	6.5	남남서	211.00	2.3	서	267	21.3	1003.3	
2024/07/11 23:30:00	23.8	북동	56	21.35	0.56	6.2	0.86	5.5	남남서	200.00	2.3	서남서	250	21.2	1003.1	
2024/07/12 00:00:00	40.4	동북동	60	21.33	0.57	6.2	0.86	7.0	남남서	205.00	3.3	남서	214	21.1	1003.0	
2024/07/12 00:30:00	48.3	북동	56	21.45	0.57	6.6	0.86	6.0	남남서	209.00	3.8	남남서	198	21.1	1002.7	
2024/07/12 01:00:00	59.0	북동	56	21.38	0.65	6.2	1.15	6.5	남남서	211.00	4.0	남남서	198	21.0	1002.4	
2024/07/12 01:30:00	68.2	동북동	61	21.37	0.63	6.5	0.85	6.5	남서	214.00	4.4	남남서	210	20.9	1002.0	
2024/07/12 02:00:00	66.9	북동	45	21.46	0.65	6.2	1.27	6.0	남남서	206.00	4.3	남서	214	21.1	1001.9	
2024/07/12 02:30:00	78.6	북동	50	21.35	0.63	6.3	1.01	6.5	남남서	212.00	4.2	남서	234	21.1	1001.8	
2024/07/12 03:00:00	86.2	북동	51	21.35	0.60	6.2	1.03	6.5	남남서	208.00	4.1	남서	230	21.0	1001.7	
2024/07/12 03:30:00	85.3	동북동	59	21.22	0.66	6.3	1.13	6.0	남남서	210.00	4.8	남서	236	20.9	1001.9	
2024/07/12 04:00:00	87.0	동북동	59	20.92	0.60	6.2	0.86	6.0	남서	226.00	5.4	남서	226	20.4	1002.1	
2024/07/12 04:30:00	76.4	동북동	67	20.57	0.62	6.2	1.12	6.5	남남서	199.00	5.0	남서	220	20.3	1002.3	
2024/07/12 05:00:00	69.9	동	80	20.48	0.68	6.4	1.23	6.5	남서	217.00	4.2	남서	227	20.4	1002.3	
2024/07/12 05:30:00	68.1	동	80	20.71	0.55	6.2	1.06	6.0	남남서	208.00	3.8	남서	232	20.5	1002.4	
2024/07/12 06:00:00	61.4	동북동	76	20.61	0.71	6.4	1.24	5.5	남남서	198.00	4.1	서남서	243	20.6	1002.8	
2024/07/12 06:30:00	59.9	동북동	69	20.58	0.63	6.4	0.98	6.5	남남서	212.00	3.7	서남서	251	20.7	1003.2	
2024/07/12 07:00:00	52.2	동북동	67	20.53	0.62	6.7	0.86	6.5	남남서	208.00	3.4	서	272	21.2	1003.5	
2024/07/12 07:30:00	44.4	동북동	71	20.61	0.61	6.6	0.95	7.0	남남서	212.00	3.1	서북서	291	21.5	1003.7	
2024/07/12 08:00:00	31.2	북동	56	20.59	0.60	6.3	0.95	7.5	남남서	206.00	3.4	서북서	292	21.8	1003.7	
2024/07/12 08:30:00	27.7	동	79	20.58	0.58	6.5	0.96	6.0	남남서	205.00	3.5	서북서	293	22.1	1003.8	
2024/07/12 09:00:00	23.4	동북동	57	20.87	0.61	6.6	0.90	6.5	남남서	202.00	3.1	서북서	290	22.4	1003.7	
2024/07/12 09:30:00	13.7	동북동	75	20.97	0.63	6.9	0.95	6.5	남남서	201.00	1.6	서남서	258	22.8	1003.7	
2024/07/12 10:00:00	22.6	동	84	21.57	0.62	6.6	0.96	6.5	남남서	197.00	2.6	남남서	199	22.9	1003.6	
2024/07/12 10:30:00	22.4	동북동	72	20.88	0.61	6.8	1.24	7.0	남남서	210.00	3.3	남남서	198	22.4	1003.5	
2024/07/12 11:00:00	31.0	동북동	63	20.98	0.52	6.5	0.78	6.5	남남서	199.00	4.9	남남서	192	22.5	1003.5	
2024/07/12 11:30:00	30.8	동북동	69	20.99	0.48	6.2	0.71	6.0	남남서	205.00	5.3	남	189	22.1	1003.6	
2024/07/12 12:00:00	37.8	동북동	59	21.80	0.55	6.2	0.93	6.0	남남서	202.00	5.8	남	189	21.7	1003.6	
2024/07/12 12:30:00	41.6	북동	51	21.91	0.55	6.4	0.91	5.5	남남서	203.00	5.1	남	187	21.5	1003.5	
2024/07/12 13:00:00	64.1	북동	38	22.09	0.52	6.6	0.85	6.5	남남서	208.00	5.6	남	183	21.6	1003.6	
2024/07/12 13:30:00	71.6	북동	51	21.63	0.51	6.0	0.82	6.5	남남서	201.00	5.6	남	186	21.7	1003.5	
2024/07/12 14:00:00	70.2	북동	51	22.23	0.52	6.7	0.81	6.5	남남서	196.00	5.3	남남서	192	22.4	1003.5	
2024/07/12 14:30:00	75.4	북동	46	22.12	0.48	6.6	0.86	6.0	남남서	208.00	5.5	남남서	198	22.7	1003.6	
2024/07/12 15:00:00	77.1	북동	44	22.46	0.51	6.3	0.99	5.5	남서	214.00	5.6	남남서	196	22.8	1003.7	
2024/07/12 15:30:00	83.7	북동	47	22.60	0.51	6.2	0.78	6.5	남남서	206.00	5.8	남남서	199	22.7	1003.8	
2024/07/12 16:00:00	78.7	북동	50	22.67	0.52	6.3	0.83	6.0	남남서	199.00	5.1	남남서	205	22.8	1003.8	
2024/07/12 16:30:00	83.0	동북동	57	23.02	0.49	6.5	0.77	7.5	남남서	211.00	4.6	남남서	203	23.0	1003.7	
2024/07/12 17:00:00	84.5	북동	55	23.05	0.58	6.6	0.96	7.5	남남서	208.00	5.0	남남서	198	23.1	1003.8	
2024/07/12 17:30:00	79.3	북동	56	22.78	0.56	6.6	0.86	7.0	남남서	202.00	5.2	남남서	199	23.0	1003.7	
2024/07/12 18:00:00	85.2	동북동	57	22.50	0.64	7.0	1.11	6.5	남남서	208.00	6.1	남남서	200	22.8	1003.8	
2024/07/12 18:30:00	86.0	동북동	61	22.11	0.54	6.7	0.86	7.0	남남서	199.00	6.0	남남서	201	22.7	1004.1	
2024/07/12 19:00:00	76.7	동북동	60	22.00	0.52	6.1	0.93	7.0	남남서	208.00	5.9	남남서	201	22.5	1004.1	
2024/07/12 19:30:00	69.9	북동	55	21.91	0.52	6.3	0.93	8.0	남남서	204.00	5.3	남남서	201	22.3	1004.4	
2024/07/12 20:00:00	63.6	동북동	62	21.63	0.51	6.3	0.88	8.0	남남서	211.00	5.2	남남서	204	22.3	1004.7	
2024/07/12 20:30:00	59.8	동북동	58	22.03	0.60	7.0	0.90	8.0	남남서	209.00	3.8	남남서	208	22.2	1005.1	
2024/07/12 21:00:00	53.7	동북동	60	22.10	0.52	5.9	0.84	6.0	남남서	206.00	3.1	남남서	205	22.2	1005.1	
2024/07/12 21:30:00	50.7	동북동	66	21.93	0.56	6.4	0.98	6.5	남남서	207.00	3.8	남남서	202	22.0	1005.4	
2024/07/12 22:00:00	45.0	동북동	65	21.83	0.50	6.7	0.94	7.5	남남서	202.00	4.4	남남서	208	22.0	1005.5	
2024/07/12 22:30:00	41.6	동북동	68	21.80	0.51	6.9	0.76	7.5	남서	221.00	3.8	남남서	209	21.9	1005.4	
2024/07/12 23:00:00	34.0	동북동	77	21.75	0.55	6.9	0.95	7.0	남남서	200.00	3.7	남남서	212	21.8	1005.4	
2024/07/12 23:30:00	30.9	동북동	71	21.82	0.57	7.4	0.86	7.5	남남서	203.00	3.2	남서	223	21.9	1005.4	
2024/07/13 00:00:00	39.1	동북동	75	21.64	0.61	7.3	1.08	7.5	남남서	202.00	2.9	남서	234	21.8	1005.3	
2024/07/13 00:30:00	36.4	동북동	66	21.54	0.64	7.1	1.13	7.5	남남서	199.00	2.3	남서	226	21.6	1005.3	
2024/07/13 01:00:00	51.4	동	82	21.45	0.67	7.1	0.96	7.0	남남서	195.00	2.0	남서	214	21.5	1005.3	
2024/07/13 01:30:00	57.2	동북동	74	21.35	0.70	7.0	1.02	7.0	남남서	202.00	2.1	남남서	196	21.4	1005.1	
2024/07/13 02:00:00	60.7	북동	54	21.41	0.71	7.1	1.17	6.5	남남서	205.00	2.3	남남서	197	21.6	1005.1	
2024/07/13 02:30:00	58.6	북동	56	21.56	0.67	6.9	1.00	7.0	남남서	203.00	2.3	남서	219	21.7	1005.1	
2024/07/13 03:00:00	67.8	북동	53	21.98	0.67	6.8	1.03	7.0	남서	218.00	2.1	서남서	241	21.9	1005.2	
2024/07/13 03:30:00	68.9	동북동	60	21.86	0.68	7.0	1.19	7.0	남남서	207.00	2.5	남서	225	22.1	1005.4	
2024/07/13 04:00:00	53.3	동북동	70	21.81	0.64	6.8	0.93	6.5	남남서	211.00	2.4	서남서	237	22.1	1005.7	
2024/07/13 04:30:00	50.4	동북동	64	21.60	0.63	6.8	0.87	8.0	남남서	197.00	1.8	서남서	241	22.1	1005.8	
2024/07/13 05:00:00	51.7	동북동	58	21.59	0.67	6.8	1.01	7.0	남남서	204.00	1.1	서남서	240	22.0	1005.7	
2024/07/13 05:30:00	42.5	북동	54	21.66	0.65	6.8	1.00	7.5	남남서	193.00	0.4	남	189	21.9	1005.8	
2024/07/13 06:00:00	57.2	북동	48	21.68	0.64	6.7	1.10	7.0	남남서	206.00	1.2	남동	126	21.7	1006.0	
2024/07/13 06:30:00	51.7	북동	44	21.69	0.66	6.9	1.00	7.0	남남서	199.00	1.0	남동	129	21.8	1006.2	
